time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm)
2017-06-21,30.5,16.1,23.3,2017-06-21T04:41,2017-06-21T21:23,0.00,0.00,0.00
2017-06-22,24.4,18.1,21.1,2017-06-22T04:41,2017-06-22T21:23,0.10,0.10,0.00
2017-06-23,22.3,13.6,18.6,2017-06-23T04:41,2017-06-23T21:23,0.00,0.00,0.00
2017-06-24,21.0,16.7,18.8,2017-06-24T04:41,2017-06-24T21:24,0.40,0.40,0.00
2017-06-25,21.1,14.4,17.8,2017-06-25T04:42,2017-06-25T21:23,0.60,0.60,0.00
2017-06-26,22.4,13.5,17.8,2017-06-26T04:42,2017-06-26T21:23,0.00,0.00,0.00
2017-06-27,20.0,13.6,16.7,2017-06-27T04:43,2017-06-27T21:23,20.40,20.40,0.00
2017-06-28,17.0,13.3,15.4,2017-06-28T04:43,2017-06-28T21:23,7.70,7.70,0.00
2017-06-29,17.3,11.4,14.6,2017-06-29T04:44,2017-06-29T21:23,0.10,0.10,0.00
2017-06-30,20.1,11.6,16.5,2017-06-30T04:45,2017-06-30T21:23,0.20,0.20,0.00
2017-07-01,20.6,14.2,17.2,2017-07-01T04:45,2017-07-01T21:22,0.00,0.00,0.00
2017-07-02,21.5,15.2,17.8,2017-07-02T04:46,2017-07-02T21:22,0.20,0.20,0.00
2017-07-03,21.7,12.6,17.5,2017-07-03T04:47,2017-07-03T21:22,0.90,0.90,0.00
2017-07-04,22.5,14.1,18.7,2017-07-04T04:47,2017-07-04T21:21,0.10,0.10,0.00
2017-07-05,25.7,13.1,20.0,2017-07-05T04:48,2017-07-05T21:21,0.00,0.00,0.00
2017-07-06,25.9,16.5,21.1,2017-07-06T04:49,2017-07-06T21:20,7.20,7.20,0.00
2017-07-07,26.2,16.9,21.6,2017-07-07T04:50,2017-07-07T21:20,0.00,0.00,0.00
2017-07-08,24.0,17.8,20.6,2017-07-08T04:51,2017-07-08T21:19,0.00,0.00,0.00
2017-07-09,25.0,16.7,20.8,2017-07-09T04:52,2017-07-09T21:18,0.10,0.10,0.00
2017-07-10,23.7,15.2,19.8,2017-07-10T04:53,2017-07-10T21:18,0.10,0.10,0.00
2017-07-11,19.1,14.4,16.5,2017-07-11T04:54,2017-07-11T21:17,15.00,15.00,0.00
2017-07-12,20.0,14.5,17.0,2017-07-12T04:55,2017-07-12T21:16,8.20,8.20,0.00
2017-07-13,20.5,11.0,16.6,2017-07-13T04:57,2017-07-13T21:15,0.00,0.00,0.00
2017-07-14,19.1,13.7,16.8,2017-07-14T04:58,2017-07-14T21:14,0.00,0.00,0.00
2017-07-15,20.4,13.5,16.9,2017-07-15T04:59,2017-07-15T21:13,0.90,0.90,0.00
2017-07-16,22.7,17.0,19.8,2017-07-16T05:00,2017-07-16T21:12,0.20,0.20,0.00
2017-07-17,23.6,14.3,19.1,2017-07-17T05:01,2017-07-17T21:11,0.00,0.00,0.00
2017-07-18,24.4,14.2,19.8,2017-07-18T05:03,2017-07-18T21:10,0.60,0.60,0.00
2017-07-19,24.3,17.7,20.7,2017-07-19T05:04,2017-07-19T21:09,8.50,8.50,0.00
2017-07-20,19.5,14.8,17.5,2017-07-20T05:05,2017-07-20T21:07,1.20,1.20,0.00
2017-07-21,21.0,13.2,17.4,2017-07-21T05:07,2017-07-21T21:06,0.00,0.00,0.00
2017-07-22,18.6,12.9,15.2,2017-07-22T05:08,2017-07-22T21:05,10.10,10.10,0.00
2017-07-23,19.5,11.6,15.4,2017-07-23T05:09,2017-07-23T21:04,6.20,6.20,0.00
2017-07-24,17.2,13.7,15.4,2017-07-24T05:11,2017-07-24T21:02,2.50,2.50,0.00
2017-07-25,20.8,13.0,17.1,2017-07-25T05:12,2017-07-25T21:01,0.00,0.00,0.00
2017-07-26,19.0,13.7,16.8,2017-07-26T05:14,2017-07-26T20:59,2.00,2.00,0.00
2017-07-27,19.5,12.7,16.4,2017-07-27T05:15,2017-07-27T20:58,1.50,1.50,0.00
2017-07-28,19.5,13.6,16.5,2017-07-28T05:16,2017-07-28T20:56,0.60,0.60,0.00
2017-07-29,19.2,15.2,16.8,2017-07-29T05:18,2017-07-29T20:55,9.30,9.30,0.00
2017-07-30,19.6,14.9,17.1,2017-07-30T05:19,2017-07-30T20:53,1.30,1.30,0.00
2017-07-31,20.4,13.1,16.7,2017-07-31T05:21,2017-07-31T20:52,0.00,0.00,0.00
2017-08-01,20.9,11.6,16.5,2017-08-01T05:22,2017-08-01T20:50,0.40,0.40,0.00
2017-08-02,18.1,14.2,16.5,2017-08-02T05:24,2017-08-02T20:48,8.50,8.50,0.00
2017-08-03,19.9,14.9,18.0,2017-08-03T05:25,2017-08-03T20:47,0.70,0.70,0.00
2017-08-04,20.7,14.3,17.3,2017-08-04T05:27,2017-08-04T20:45,0.10,0.10,0.00
2017-08-05,19.0,11.9,15.7,2017-08-05T05:29,2017-08-05T20:43,7.00,7.00,0.00
2017-08-06,19.5,9.7,15.4,2017-08-06T05:30,2017-08-06T20:42,0.00,0.00,0.00
2017-08-07,19.2,12.7,16.1,2017-08-07T05:32,2017-08-07T20:40,1.60,1.60,0.00
2017-08-08,18.2,12.5,15.1,2017-08-08T05:33,2017-08-08T20:38,6.20,6.20,0.00
2017-08-09,15.2,12.7,13.8,2017-08-09T05:35,2017-08-09T20:36,14.90,14.90,0.00
2017-08-10,18.6,11.9,15.2,2017-08-10T05:36,2017-08-10T20:34,0.10,0.10,0.00
2017-08-11,20.3,9.9,15.5,2017-08-11T05:38,2017-08-11T20:32,0.00,0.00,0.00
2017-08-12,20.3,15.9,17.8,2017-08-12T05:40,2017-08-12T20:30,0.00,0.00,0.00
2017-08-13,20.4,11.0,16.4,2017-08-13T05:41,2017-08-13T20:28,0.00,0.00,0.00
2017-08-14,21.8,10.5,16.8,2017-08-14T05:43,2017-08-14T20:26,0.70,0.70,0.00
2017-08-15,21.6,13.8,17.4,2017-08-15T05:44,2017-08-15T20:24,4.00,4.00,0.00
2017-08-16,20.5,10.3,15.7,2017-08-16T05:46,2017-08-16T20:22,0.10,0.10,0.00
2017-08-17,22.2,15.2,18.5,2017-08-17T05:47,2017-08-17T20:21,4.10,4.10,0.00
2017-08-18,18.7,14.3,16.3,2017-08-18T05:49,2017-08-18T20:18,1.30,1.30,0.00
2017-08-19,19.1,13.5,15.9,2017-08-19T05:51,2017-08-19T20:16,0.00,0.00,0.00
2017-08-20,19.2,11.0,15.4,2017-08-20T05:52,2017-08-20T20:14,2.70,2.70,0.00
2017-08-21,19.5,14.4,16.8,2017-08-21T05:54,2017-08-21T20:12,3.70,3.70,0.00
2017-08-22,22.2,16.4,18.9,2017-08-22T05:56,2017-08-22T20:10,1.30,1.30,0.00
2017-08-23,21.9,16.2,19.0,2017-08-23T05:57,2017-08-23T20:08,0.10,0.10,0.00
2017-08-24,20.3,12.3,16.6,2017-08-24T05:59,2017-08-24T20:06,0.00,0.00,0.00
2017-08-25,22.5,11.7,17.1,2017-08-25T06:00,2017-08-25T20:04,0.00,0.00,0.00
2017-08-26,23.4,14.0,18.7,2017-08-26T06:02,2017-08-26T20:02,0.00,0.00,0.00
2017-08-27,24.0,13.4,18.9,2017-08-27T06:03,2017-08-27T19:59,0.00,0.00,0.00
2017-08-28,26.3,13.5,20.0,2017-08-28T06:05,2017-08-28T19:57,0.00,0.00,0.00
2017-08-29,24.8,15.0,19.2,2017-08-29T06:07,2017-08-29T19:55,1.30,1.30,0.00
2017-08-30,16.2,11.8,13.9,2017-08-30T06:08,2017-08-30T19:53,4.10,4.10,0.00
2017-08-31,18.6,8.4,13.8,2017-08-31T06:10,2017-08-31T19:51,1.80,1.80,0.00
2017-09-01,18.9,9.2,14.6,2017-09-01T06:11,2017-09-01T19:48,0.00,0.00,0.00
2017-09-02,19.4,9.7,15.0,2017-09-02T06:13,2017-09-02T19:46,0.00,0.00,0.00
2017-09-03,17.8,11.7,14.7,2017-09-03T06:15,2017-09-03T19:44,3.40,3.40,0.00
2017-09-04,21.2,15.1,17.9,2017-09-04T06:16,2017-09-04T19:42,0.90,0.90,0.00
2017-09-05,21.0,16.8,18.1,2017-09-05T06:18,2017-09-05T19:39,1.20,1.20,0.00
2017-09-06,18.3,12.0,15.6,2017-09-06T06:19,2017-09-06T19:37,0.10,0.10,0.00
2017-09-07,19.1,11.1,15.4,2017-09-07T06:21,2017-09-07T19:35,0.70,0.70,0.00
2017-09-08,16.8,12.9,15.4,2017-09-08T06:23,2017-09-08T19:33,2.50,2.50,0.00
2017-09-09,17.3,9.6,13.5,2017-09-09T06:24,2017-09-09T19:30,2.10,2.10,0.00
2017-09-10,16.6,8.3,13.1,2017-09-10T06:26,2017-09-10T19:28,1.20,1.20,0.00
2017-09-11,17.4,11.3,14.0,2017-09-11T06:27,2017-09-11T19:26,1.70,1.70,0.00
2017-09-12,17.1,9.9,13.5,2017-09-12T06:29,2017-09-12T19:23,4.30,4.30,0.00
2017-09-13,16.2,11.4,14.1,2017-09-13T06:31,2017-09-13T19:21,1.50,1.50,0.00
2017-09-14,16.5,8.4,12.1,2017-09-14T06:32,2017-09-14T19:19,0.20,0.20,0.00
2017-09-15,15.4,6.8,11.2,2017-09-15T06:34,2017-09-15T19:16,2.50,2.50,0.00
2017-09-16,14.9,6.6,10.9,2017-09-16T06:35,2017-09-16T19:14,2.40,2.40,0.00
2017-09-17,16.1,8.0,11.8,2017-09-17T06:37,2017-09-17T19:12,0.80,0.80,0.00
2017-09-18,16.1,9.3,12.3,2017-09-18T06:39,2017-09-18T19:09,2.10,2.10,0.00
2017-09-19,15.8,7.8,11.9,2017-09-19T06:40,2017-09-19T19:07,3.20,3.20,0.00
2017-09-20,17.8,9.7,13.9,2017-09-20T06:42,2017-09-20T19:05,0.00,0.00,0.00
2017-09-21,18.4,11.9,14.8,2017-09-21T06:43,2017-09-21T19:03,1.70,1.70,0.00
2017-09-22,17.4,6.3,12.3,2017-09-22T06:45,2017-09-22T19:00,0.20,0.20,0.00
2017-09-23,17.9,12.2,14.4,2017-09-23T06:47,2017-09-23T18:58,0.40,0.40,0.00
2017-09-24,20.3,11.1,15.3,2017-09-24T06:48,2017-09-24T18:56,1.90,1.90,0.00
2017-09-25,16.1,13.8,14.9,2017-09-25T06:50,2017-09-25T18:53,8.30,8.30,0.00
2017-09-26,18.8,12.4,15.4,2017-09-26T06:51,2017-09-26T18:51,0.10,0.10,0.00
2017-09-27,19.7,11.3,15.3,2017-09-27T06:53,2017-09-27T18:49,4.30,4.30,0.00
2017-09-28,18.1,12.8,15.9,2017-09-28T06:55,2017-09-28T18:46,2.20,2.20,0.00
2017-09-29,18.3,12.7,16.1,2017-09-29T06:56,2017-09-29T18:44,1.00,1.00,0.00
2017-09-30,16.6,10.7,13.4,2017-09-30T06:58,2017-09-30T18:42,0.90,0.90,0.00
2017-10-01,17.1,13.6,15.8,2017-10-01T07:00,2017-10-01T18:40,1.20,1.20,0.00
2017-10-02,16.0,12.1,14.4,2017-10-02T07:01,2017-10-02T18:37,0.40,0.40,0.00
2017-10-03,14.9,9.1,12.2,2017-10-03T07:03,2017-10-03T18:35,0.00,0.00,0.00
2017-10-04,15.1,8.3,12.1,2017-10-04T07:04,2017-10-04T18:33,0.00,0.00,0.00
2017-10-05,15.6,10.3,13.7,2017-10-05T07:06,2017-10-05T18:31,0.10,0.10,0.00
2017-10-06,14.6,8.2,11.2,2017-10-06T07:08,2017-10-06T18:28,0.00,0.00,0.00
2017-10-07,16.1,9.5,13.0,2017-10-07T07:09,2017-10-07T18:26,0.20,0.20,0.00
2017-10-08,14.7,8.8,11.7,2017-10-08T07:11,2017-10-08T18:24,0.00,0.00,0.00
2017-10-09,16.0,8.9,12.7,2017-10-09T07:13,2017-10-09T18:22,0.00,0.00,0.00
2017-10-10,16.7,10.8,13.7,2017-10-10T07:14,2017-10-10T18:19,0.50,0.50,0.00
2017-10-11,16.9,12.9,15.2,2017-10-11T07:16,2017-10-11T18:17,0.10,0.10,0.00
2017-10-12,15.7,9.5,12.6,2017-10-12T07:18,2017-10-12T18:15,0.00,0.00,0.00
2017-10-13,17.6,11.3,15.2,2017-10-13T07:19,2017-10-13T18:13,0.10,0.10,0.00
2017-10-14,19.1,12.7,15.9,2017-10-14T07:21,2017-10-14T18:11,0.00,0.00,0.00
2017-10-15,18.7,12.4,15.4,2017-10-15T07:23,2017-10-15T18:09,0.00,0.00,0.00
2017-10-16,21.8,13.9,17.1,2017-10-16T07:25,2017-10-16T18:07,0.00,0.00,0.00
2017-10-17,15.7,10.7,13.0,2017-10-17T07:26,2017-10-17T18:04,1.00,1.00,0.00
2017-10-18,16.5,11.4,13.6,2017-10-18T07:28,2017-10-18T18:02,7.50,7.50,0.00
2017-10-19,16.9,13.7,15.1,2017-10-19T07:30,2017-10-19T18:00,6.50,6.50,0.00
2017-10-20,13.9,12.1,12.9,2017-10-20T07:31,2017-10-20T17:58,2.00,2.00,0.00
2017-10-21,14.7,11.4,13.2,2017-10-21T07:33,2017-10-21T17:56,4.20,4.20,0.00
2017-10-22,12.6,9.1,10.8,2017-10-22T07:35,2017-10-22T17:54,0.00,0.00,0.00
2017-10-23,14.8,8.3,12.3,2017-10-23T07:37,2017-10-23T17:52,0.00,0.00,0.00
2017-10-24,17.6,13.8,15.5,2017-10-24T07:38,2017-10-24T17:50,0.00,0.00,0.00
2017-10-25,17.4,9.6,14.3,2017-10-25T07:40,2017-10-25T17:48,0.00,0.00,0.00
2017-10-26,14.9,8.4,12.0,2017-10-26T07:42,2017-10-26T17:46,0.30,0.30,0.00
2017-10-27,13.1,7.4,10.5,2017-10-27T07:44,2017-10-27T17:44,0.00,0.00,0.00
2017-10-28,15.8,6.2,10.8,2017-10-28T07:45,2017-10-28T17:42,0.00,0.00,0.00
2017-10-29,13.7,6.3,11.3,2017-10-29T07:47,2017-10-29T17:40,0.50,0.50,0.00
2017-10-30,10.4,3.2,6.4,2017-10-30T07:49,2017-10-30T17:39,0.00,0.00,0.00
2017-10-31,12.6,3.8,8.2,2017-10-31T07:51,2017-10-31T17:37,0.50,0.50,0.00
2017-11-01,14.1,5.7,9.5,2017-11-01T07:52,2017-11-01T17:35,0.00,0.00,0.00
2017-11-02,11.6,3.6,8.0,2017-11-02T07:54,2017-11-02T17:33,0.00,0.00,0.00
2017-11-03,13.8,8.4,10.3,2017-11-03T07:56,2017-11-03T17:31,1.30,1.30,0.00
2017-11-04,12.7,6.7,10.8,2017-11-04T07:58,2017-11-04T17:30,8.80,8.80,0.00
2017-11-05,9.5,3.6,6.1,2017-11-05T07:59,2017-11-05T17:28,0.00,0.00,0.00
2017-11-06,10.0,-0.1,4.7,2017-11-06T08:01,2017-11-06T17:26,0.00,0.00,0.00
2017-11-07,11.1,5.8,9.2,2017-11-07T08:03,2017-11-07T17:25,5.10,5.10,0.00
2017-11-08,8.2,4.7,6.5,2017-11-08T08:05,2017-11-08T17:23,6.40,6.40,0.00
2017-11-09,11.8,1.7,7.0,2017-11-09T08:06,2017-11-09T17:22,0.30,0.30,0.00
2017-11-10,11.2,7.3,9.0,2017-11-10T08:08,2017-11-10T17:20,0.00,0.00,0.00
2017-11-11,9.0,6.4,7.7,2017-11-11T08:10,2017-11-11T17:18,8.10,8.10,0.00
2017-11-12,7.4,5.2,6.1,2017-11-12T08:12,2017-11-12T17:17,1.80,1.80,0.00
2017-11-13,6.8,1.8,3.9,2017-11-13T08:13,2017-11-13T17:16,0.50,0.50,0.00
2017-11-14,10.2,3.8,8.0,2017-11-14T08:15,2017-11-14T17:14,0.70,0.70,0.00
2017-11-15,12.2,8.7,10.3,2017-11-15T08:17,2017-11-15T17:13,0.50,0.50,0.00
2017-11-16,12.0,7.2,9.8,2017-11-16T08:18,2017-11-16T17:11,0.00,0.00,0.00
2017-11-17,8.3,0.2,4.0,2017-11-17T08:20,2017-11-17T17:10,0.00,0.00,0.00
2017-11-18,8.8,2.2,5.5,2017-11-18T08:22,2017-11-18T17:09,1.50,1.50,0.00
2017-11-19,6.6,0.6,3.4,2017-11-19T08:23,2017-11-19T17:08,0.00,0.00,0.00
2017-11-20,11.9,1.8,9.2,2017-11-20T08:25,2017-11-20T17:06,0.10,0.10,0.00
2017-11-21,12.8,11.0,11.7,2017-11-21T08:27,2017-11-21T17:05,0.10,0.10,0.00
2017-11-22,14.3,12.4,13.3,2017-11-22T08:28,2017-11-22T17:04,1.20,1.20,0.00
2017-11-23,13.8,7.3,10.6,2017-11-23T08:30,2017-11-23T17:03,2.60,2.60,0.00
2017-11-24,7.8,2.0,5.2,2017-11-24T08:31,2017-11-24T17:02,0.10,0.10,0.00
2017-11-25,6.0,-0.1,2.4,2017-11-25T08:33,2017-11-25T17:01,0.00,0.00,0.00
2017-11-26,6.5,1.5,3.3,2017-11-26T08:34,2017-11-26T17:00,0.00,0.00,0.00
2017-11-27,9.6,3.8,7.6,2017-11-27T08:36,2017-11-27T17:00,3.60,3.60,0.00
2017-11-28,5.9,1.7,3.7,2017-11-28T08:37,2017-11-28T16:59,0.00,0.00,0.00
2017-11-29,5.7,2.1,3.6,2017-11-29T08:39,2017-11-29T16:58,0.00,0.00,0.00
2017-11-30,2.8,-1.4,0.8,2017-11-30T08:40,2017-11-30T16:57,0.00,0.00,0.00
2017-12-01,5.5,1.1,3.0,2017-12-01T08:42,2017-12-01T16:57,0.00,0.00,0.00
2017-12-02,5.5,1.6,3.3,2017-12-02T08:43,2017-12-02T16:56,0.00,0.00,0.00
2017-12-03,9.3,5.9,7.3,2017-12-03T08:44,2017-12-03T16:56,0.00,0.00,0.00
2017-12-04,9.0,2.8,5.8,2017-12-04T08:46,2017-12-04T16:55,0.00,0.00,0.00
2017-12-05,8.3,4.5,6.2,2017-12-05T08:47,2017-12-05T16:55,0.00,0.00,0.00
2017-12-06,10.5,6.3,8.1,2017-12-06T08:48,2017-12-06T16:54,0.00,0.00,0.00
2017-12-07,11.7,4.3,8.7,2017-12-07T08:49,2017-12-07T16:54,6.30,6.30,0.00
2017-12-08,3.8,0.2,2.3,2017-12-08T08:50,2017-12-08T16:54,0.00,0.00,0.00
2017-12-09,3.1,-2.2,0.2,2017-12-09T08:52,2017-12-09T16:54,0.00,0.00,0.00
2017-12-10,2.0,-2.7,0.3,2017-12-10T08:53,2017-12-10T16:53,20.20,5.90,10.01
2017-12-11,2.6,-1.5,1.4,2017-12-11T08:54,2017-12-11T16:53,7.50,6.90,0.42
2017-12-12,3.5,-6.1,-2.4,2017-12-12T08:55,2017-12-12T16:53,0.20,0.20,0.00
2017-12-13,7.7,3.2,5.6,2017-12-13T08:55,2017-12-13T16:53,8.40,8.40,0.00
2017-12-14,5.8,1.7,3.4,2017-12-14T08:56,2017-12-14T16:53,0.50,0.50,0.00
2017-12-15,4.6,1.5,3.1,2017-12-15T08:57,2017-12-15T16:53,1.90,1.70,0.14
2017-12-16,4.4,-0.9,1.7,2017-12-16T08:58,2017-12-16T16:53,0.90,0.90,0.00
2017-12-17,9.2,-3.2,2.4,2017-12-17T08:59,2017-12-17T16:54,2.00,2.00,0.00
2017-12-18,8.9,-1.1,2.9,2017-12-18T08:59,2017-12-18T16:54,0.00,0.00,0.00
2017-12-19,5.8,-1.5,2.6,2017-12-19T09:00,2017-12-19T16:54,0.00,0.00,0.00
2017-12-20,9.9,5.1,8.0,2017-12-20T09:01,2017-12-20T16:55,0.00,0.00,0.00
2017-12-21,11.1,9.1,9.7,2017-12-21T09:01,2017-12-21T16:55,0.00,0.00,0.00
2017-12-22,10.7,7.4,9.2,2017-12-22T09:02,2017-12-22T16:56,0.70,0.70,0.00
2017-12-23,9.2,7.7,8.7,2017-12-23T09:02,2017-12-23T16:56,0.00,0.00,0.00
2017-12-24,9.4,7.6,8.5,2017-12-24T09:02,2017-12-24T16:57,0.00,0.00,0.00
2017-12-25,10.3,8.9,9.6,2017-12-25T09:03,2017-12-25T16:58,1.20,1.20,0.00
2017-12-26,8.1,2.9,5.3,2017-12-26T09:03,2017-12-26T16:58,17.40,17.40,0.00
2017-12-27,7.0,0.4,3.2,2017-12-27T09:03,2017-12-27T16:59,17.10,11.40,3.99
2017-12-28,3.6,-2.4,0.2,2017-12-28T09:03,2017-12-28T17:00,0.00,0.00,0.00
2017-12-29,7.5,-3.3,3.4,2017-12-29T09:03,2017-12-29T17:01,8.20,8.10,0.07
2017-12-30,12.3,4.8,9.9,2017-12-30T09:04,2017-12-30T17:02,3.00,3.00,0.00
2017-12-31,12.3,6.7,10.2,2017-12-31T09:04,2017-12-31T17:03,4.70,4.70,0.00
2018-01-01,7.3,4.6,6.0,2018-01-01T09:04,2018-01-01T17:04,0.70,0.70,0.00
2018-01-02,10.4,2.3,6.3,2018-01-02T09:03,2018-01-02T17:05,4.00,4.00,0.00
2018-01-03,11.8,6.4,8.4,2018-01-03T09:03,2018-01-03T17:06,3.40,3.40,0.00
2018-01-04,11.7,5.3,7.5,2018-01-04T09:03,2018-01-04T17:07,4.70,4.70,0.00
2018-01-05,8.2,2.4,5.8,2018-01-05T09:03,2018-01-05T17:08,1.40,1.40,0.00
2018-01-06,5.7,-0.1,2.7,2018-01-06T09:02,2018-01-06T17:10,0.00,0.00,0.00
2018-01-07,4.8,2.5,3.2,2018-01-07T09:02,2018-01-07T17:11,0.00,0.00,0.00
2018-01-08,4.8,2.7,3.7,2018-01-08T09:01,2018-01-08T17:12,0.00,0.00,0.00
2018-01-09,6.8,2.6,4.4,2018-01-09T09:01,2018-01-09T17:13,0.00,0.00,0.00
2018-01-10,8.5,4.8,7.2,2018-01-10T09:00,2018-01-10T17:15,1.60,1.60,0.00
2018-01-11,7.4,3.1,5.7,2018-01-11T09:00,2018-01-11T17:16,0.00,0.00,0.00
2018-01-12,6.6,5.5,6.1,2018-01-12T08:59,2018-01-12T17:18,0.00,0.00,0.00
2018-01-13,7.5,4.0,5.5,2018-01-13T08:58,2018-01-13T17:19,0.00,0.00,0.00
2018-01-14,5.9,1.3,3.5,2018-01-14T08:58,2018-01-14T17:21,0.00,0.00,0.00
2018-01-15,9.7,4.0,7.1,2018-01-15T08:57,2018-01-15T17:22,11.50,11.50,0.00
2018-01-16,6.2,2.7,4.7,2018-01-16T08:56,2018-01-16T17:24,0.10,0.10,0.00
2018-01-17,6.5,2.2,3.9,2018-01-17T08:55,2018-01-17T17:25,0.40,0.40,0.00
2018-01-18,10.2,2.7,6.4,2018-01-18T08:54,2018-01-18T17:27,4.50,4.50,0.00
2018-01-19,5.6,-0.2,2.4,2018-01-19T08:53,2018-01-19T17:29,0.00,0.00,0.00
2018-01-20,4.0,0.6,2.2,2018-01-20T08:52,2018-01-20T17:30,4.90,4.90,0.00
2018-01-21,10.1,0.6,3.1,2018-01-21T08:51,2018-01-21T17:32,9.70,6.90,1.96
2018-01-22,10.1,4.2,7.8,2018-01-22T08:50,2018-01-22T17:34,0.00,0.00,0.00
2018-01-23,11.5,3.9,8.7,2018-01-23T08:48,2018-01-23T17:35,1.80,1.80,0.00
2018-01-24,12.3,6.2,9.9,2018-01-24T08:47,2018-01-24T17:37,6.20,6.20,0.00
2018-01-25,9.5,4.9,6.6,2018-01-25T08:46,2018-01-25T17:39,0.00,0.00,0.00
2018-01-26,7.3,-0.4,3.7,2018-01-26T08:45,2018-01-26T17:40,0.00,0.00,0.00
2018-01-27,10.5,2.9,6.4,2018-01-27T08:43,2018-01-27T17:42,0.90,0.90,0.00
2018-01-28,11.2,7.2,9.9,2018-01-28T08:42,2018-01-28T17:44,0.00,0.00,0.00
2018-01-29,11.0,3.4,8.7,2018-01-29T08:41,2018-01-29T17:46,0.00,0.00,0.00
2018-01-30,7.7,-1.1,3.6,2018-01-30T08:39,2018-01-30T17:47,0.00,0.00,0.00
2018-01-31,9.6,2.9,6.7,2018-01-31T08:38,2018-01-31T17:49,2.30,2.30,0.00
2018-02-01,6.6,1.6,3.7,2018-02-01T08:36,2018-02-01T17:51,0.80,0.80,0.00
2018-02-02,6.9,1.2,3.7,2018-02-02T08:35,2018-02-02T17:53,0.00,0.00,0.00
2018-02-03,4.5,-0.4,2.2,2018-02-03T08:33,2018-02-03T17:55,3.10,3.10,0.00
2018-02-04,5.6,0.6,2.6,2018-02-04T08:31,2018-02-04T17:56,0.00,0.00,0.00
2018-02-05,4.2,-0.8,1.1,2018-02-05T08:30,2018-02-05T17:58,0.00,0.00,0.00
2018-02-06,3.3,-2.3,0.2,2018-02-06T08:28,2018-02-06T18:00,0.00,0.00,0.00
2018-02-07,4.2,-2.4,0.7,2018-02-07T08:26,2018-02-07T18:02,0.00,0.00,0.21
2018-02-08,6.1,-3.7,1.6,2018-02-08T08:25,2018-02-08T18:04,0.00,0.00,0.00
2018-02-09,5.8,1.2,4.2,2018-02-09T08:23,2018-02-09T18:06,6.10,6.00,0.07
2018-02-10,8.4,-3.0,3.1,2018-02-10T08:21,2018-02-10T18:07,3.70,3.70,0.00
2018-02-11,9.3,0.9,4.8,2018-02-11T08:19,2018-02-11T18:09,0.00,0.00,0.00
2018-02-12,6.2,-1.1,1.9,2018-02-12T08:17,2018-02-12T18:11,0.10,0.10,0.00
2018-02-13,4.5,1.5,3.4,2018-02-13T08:16,2018-02-13T18:13,3.50,3.50,0.00
2018-02-14,5.6,-1.6,2.9,2018-02-14T08:14,2018-02-14T18:15,5.80,5.80,0.00
2018-02-15,9.2,3.4,7.1,2018-02-15T08:12,2018-02-15T18:17,0.60,0.60,0.00
2018-02-16,8.8,-0.9,3.7,2018-02-16T08:10,2018-02-16T18:18,0.00,0.00,0.00
2018-02-17,9.2,-1.1,3.8,2018-02-17T08:08,2018-02-17T18:20,0.00,0.00,0.00
2018-02-18,8.6,0.5,4.7,2018-02-18T08:06,2018-02-18T18:22,0.00,0.00,0.00
2018-02-19,9.5,5.4,7.4,2018-02-19T08:04,2018-02-19T18:24,3.80,3.80,0.00
2018-02-20,8.8,5.5,7.5,2018-02-20T08:02,2018-02-20T18:26,1.90,1.90,0.00
2018-02-21,5.8,1.5,4.0,2018-02-21T08:00,2018-02-21T18:27,0.00,0.00,0.00
2018-02-22,4.5,0.5,2.5,2018-02-22T07:58,2018-02-22T18:29,0.00,0.00,0.00
2018-02-23,2.8,-0.2,1.3,2018-02-23T07:56,2018-02-23T18:31,0.00,0.00,0.00
2018-02-24,3.8,-1.9,1.0,2018-02-24T07:54,2018-02-24T18:33,0.00,0.00,0.00
2018-02-25,2.5,-1.3,0.3,2018-02-25T07:52,2018-02-25T18:35,0.00,0.00,0.00
2018-02-26,1.6,-2.8,-0.5,2018-02-26T07:50,2018-02-26T18:36,0.20,0.00,0.21
2018-02-27,1.1,-4.4,-2.1,2018-02-27T07:47,2018-02-27T18:38,0.40,0.00,0.63
2018-02-28,-0.9,-4.7,-3.2,2018-02-28T07:45,2018-02-28T18:40,0.10,0.00,0.49
2018-03-01,-0.4,-3.8,-2.4,2018-03-01T07:43,2018-03-01T18:42,4.80,0.00,3.71
2018-03-02,-0.2,-1.7,-1.0,2018-03-02T07:41,2018-03-02T18:43,5.50,0.00,4.20
2018-03-03,5.4,-0.0,2.4,2018-03-03T07:39,2018-03-03T18:45,0.80,0.60,0.21
2018-03-04,8.6,2.0,5.2,2018-03-04T07:37,2018-03-04T18:47,0.60,0.60,0.00
2018-03-05,9.5,3.2,6.4,2018-03-05T07:34,2018-03-05T18:49,1.80,1.80,0.00
2018-03-06,9.0,4.5,6.3,2018-03-06T07:32,2018-03-06T18:50,0.20,0.20,0.00
2018-03-07,8.4,2.1,4.6,2018-03-07T07:30,2018-03-07T18:52,2.60,2.60,0.00
2018-03-08,8.7,2.1,5.6,2018-03-08T07:28,2018-03-08T18:54,3.20,3.20,0.00
