time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm)
2013-04-27,10.2,2.2,6.0,2013-04-27T05:37,2013-04-27T20:18,1.90,1.90,0.00
2013-04-28,10.7,0.2,6.1,2013-04-28T05:35,2013-04-28T20:20,0.00,0.00,0.00
2013-04-29,12.3,6.3,9.2,2013-04-29T05:33,2013-04-29T20:22,0.80,0.80,0.00
2013-04-30,12.8,2.3,7.8,2013-04-30T05:31,2013-04-30T20:23,0.00,0.00,0.00
2013-05-01,13.9,2.4,8.4,2013-05-01T05:29,2013-05-01T20:25,0.00,0.00,0.00
2013-05-02,14.7,2.6,9.0,2013-05-02T05:27,2013-05-02T20:27,0.00,0.00,0.00
2013-05-03,17.4,2.4,11.0,2013-05-03T05:26,2013-05-03T20:28,0.00,0.00,0.00
2013-05-04,14.5,7.2,10.8,2013-05-04T05:24,2013-05-04T20:30,0.60,0.60,0.00
2013-05-05,16.7,5.1,11.4,2013-05-05T05:22,2013-05-05T20:32,0.00,0.00,0.00
2013-05-06,18.4,7.2,13.1,2013-05-06T05:20,2013-05-06T20:33,0.00,0.00,0.00
2013-05-07,19.5,6.2,13.7,2013-05-07T05:18,2013-05-07T20:35,0.00,0.00,0.00
2013-05-08,16.6,9.5,12.8,2013-05-08T05:17,2013-05-08T20:36,3.80,3.80,0.00
2013-05-09,13.6,6.7,10.4,2013-05-09T05:15,2013-05-09T20:38,1.00,1.00,0.00
2013-05-10,16.0,9.1,12.3,2013-05-10T05:13,2013-05-10T20:40,0.50,0.50,0.00
2013-05-11,13.9,7.2,10.3,2013-05-11T05:12,2013-05-11T20:41,6.00,6.00,0.00
2013-05-12,12.9,5.7,9.5,2013-05-12T05:10,2013-05-12T20:43,0.60,0.60,0.00
2013-05-13,12.5,8.0,10.9,2013-05-13T05:09,2013-05-13T20:44,0.10,0.10,0.00
2013-05-14,10.7,6.0,8.6,2013-05-14T05:07,2013-05-14T20:46,10.40,10.40,0.00
2013-05-15,13.1,6.6,9.0,2013-05-15T05:05,2013-05-15T20:47,1.50,1.50,0.00
2013-05-16,14.0,4.1,9.4,2013-05-16T05:04,2013-05-16T20:49,1.30,1.30,0.00
2013-05-17,12.0,4.7,9.0,2013-05-17T05:03,2013-05-17T20:50,0.10,0.10,0.00
2013-05-18,14.1,6.8,10.8,2013-05-18T05:01,2013-05-18T20:52,0.00,0.00,0.00
2013-05-19,16.9,7.1,12.7,2013-05-19T05:00,2013-05-19T20:53,0.10,0.10,0.00
2013-05-20,16.6,10.2,13.3,2013-05-20T04:59,2013-05-20T20:55,3.10,3.10,0.00
2013-05-21,15.1,10.9,12.9,2013-05-21T04:57,2013-05-21T20:56,0.00,0.00,0.00
2013-05-22,13.7,8.9,11.3,2013-05-22T04:56,2013-05-22T20:57,0.00,0.00,0.00
2013-05-23,10.6,5.7,8.0,2013-05-23T04:55,2013-05-23T20:59,2.70,2.70,0.00
2013-05-24,10.3,5.0,7.0,2013-05-24T04:54,2013-05-24T21:00,7.50,7.50,0.00
2013-05-25,14.0,5.1,9.4,2013-05-25T04:53,2013-05-25T21:01,0.00,0.00,0.00
2013-05-26,17.2,5.0,11.4,2013-05-26T04:52,2013-05-26T21:03,0.00,0.00,0.00
2013-05-27,15.4,4.4,11.0,2013-05-27T04:51,2013-05-27T21:04,0.00,0.00,0.00
2013-05-28,11.9,9.2,10.7,2013-05-28T04:50,2013-05-28T21:05,11.60,11.60,0.00
2013-05-29,13.3,7.1,10.6,2013-05-29T04:49,2013-05-29T21:06,0.50,0.50,0.00
2013-05-30,15.4,10.7,12.4,2013-05-30T04:48,2013-05-30T21:08,2.80,2.80,0.00
2013-05-31,18.9,10.3,14.4,2013-05-31T04:47,2013-05-31T21:09,0.00,0.00,0.00
2013-06-01,15.3,9.1,12.8,2013-06-01T04:46,2013-06-01T21:10,0.00,0.00,0.00
2013-06-02,16.8,7.7,12.7,2013-06-02T04:45,2013-06-02T21:11,0.00,0.00,0.00
2013-06-03,16.7,5.6,11.9,2013-06-03T04:45,2013-06-03T21:12,0.00,0.00,0.00
2013-06-04,17.5,5.7,12.0,2013-06-04T04:44,2013-06-04T21:13,0.00,0.00,0.00
2013-06-05,18.1,7.0,12.6,2013-06-05T04:43,2013-06-05T21:14,0.00,0.00,0.00
2013-06-06,19.3,7.1,13.3,2013-06-06T04:43,2013-06-06T21:15,0.00,0.00,0.00
2013-06-07,19.7,8.8,14.0,2013-06-07T04:42,2013-06-07T21:16,0.50,0.50,0.00
2013-06-08,16.9,8.1,12.3,2013-06-08T04:42,2013-06-08T21:16,0.00,0.00,0.00
2013-06-09,16.5,9.9,12.4,2013-06-09T04:41,2013-06-09T21:17,0.00,0.00,0.00
2013-06-10,15.1,9.9,12.3,2013-06-10T04:41,2013-06-10T21:18,0.00,0.00,0.00
2013-06-11,17.6,8.2,13.2,2013-06-11T04:41,2013-06-11T21:19,0.40,0.40,0.00
2013-06-12,17.1,13.3,15.2,2013-06-12T04:40,2013-06-12T21:19,1.00,1.00,0.00
2013-06-13,17.8,12.3,14.5,2013-06-13T04:40,2013-06-13T21:20,0.30,0.30,0.00
2013-06-14,17.3,8.5,13.4,2013-06-14T04:40,2013-06-14T21:21,0.80,0.80,0.00
2013-06-15,16.1,10.9,13.8,2013-06-15T04:40,2013-06-15T21:21,2.60,2.60,0.00
2013-06-16,15.7,11.2,13.5,2013-06-16T04:40,2013-06-16T21:21,0.40,0.40,0.00
2013-06-17,18.6,10.6,14.8,2013-06-17T04:40,2013-06-17T21:22,0.60,0.60,0.00
2013-06-18,21.8,13.0,17.2,2013-06-18T04:40,2013-06-18T21:22,2.50,2.50,0.00
2013-06-19,24.1,13.2,18.9,2013-06-19T04:40,2013-06-19T21:23,1.00,1.00,0.00
2013-06-20,20.1,14.1,17.2,2013-06-20T04:40,2013-06-20T21:23,0.90,0.90,0.00
2013-06-21,20.7,13.1,16.6,2013-06-21T04:41,2013-06-21T21:23,0.50,0.50,0.00
2013-06-22,17.4,11.9,14.3,2013-06-22T04:41,2013-06-22T21:23,1.10,1.10,0.00
2013-06-23,17.2,12.3,14.7,2013-06-23T04:41,2013-06-23T21:23,1.40,1.40,0.00
2013-06-24,15.2,9.8,12.8,2013-06-24T04:41,2013-06-24T21:24,0.00,0.00,0.00
2013-06-25,17.7,8.3,14.1,2013-06-25T04:42,2013-06-25T21:23,0.00,0.00,0.00
2013-06-26,20.0,11.8,15.9,2013-06-26T04:42,2013-06-26T21:23,0.00,0.00,0.00
2013-06-27,18.7,11.8,14.4,2013-06-27T04:43,2013-06-27T21:23,3.00,3.00,0.00
2013-06-28,19.1,12.8,15.3,2013-06-28T04:43,2013-06-28T21:23,2.80,2.80,0.00
2013-06-29,18.8,11.7,15.7,2013-06-29T04:44,2013-06-29T21:23,0.00,0.00,0.00
2013-06-30,23.3,13.2,18.4,2013-06-30T04:45,2013-06-30T21:23,0.00,0.00,0.00
2013-07-01,20.9,12.1,16.2,2013-07-01T04:45,2013-07-01T21:22,0.00,0.00,0.00
2013-07-02,17.4,10.5,14.4,2013-07-02T04:46,2013-07-02T21:22,1.60,1.60,0.00
2013-07-03,18.6,13.6,16.3,2013-07-03T04:47,2013-07-03T21:22,1.50,1.50,0.00
2013-07-04,21.5,11.6,17.0,2013-07-04T04:47,2013-07-04T21:21,0.00,0.00,0.00
2013-07-05,23.5,12.1,18.2,2013-07-05T04:48,2013-07-05T21:21,0.00,0.00,0.00
2013-07-06,24.9,11.2,18.8,2013-07-06T04:49,2013-07-06T21:20,0.00,0.00,0.00
2013-07-07,26.2,13.4,20.4,2013-07-07T04:50,2013-07-07T21:20,0.00,0.00,0.00
2013-07-08,24.0,13.3,18.8,2013-07-08T04:51,2013-07-08T21:19,0.00,0.00,0.00
2013-07-09,23.7,12.1,18.0,2013-07-09T04:52,2013-07-09T21:18,0.00,0.00,0.00
2013-07-10,22.7,11.8,17.1,2013-07-10T04:53,2013-07-10T21:18,0.00,0.00,0.00
2013-07-11,19.9,11.8,15.1,2013-07-11T04:54,2013-07-11T21:17,0.00,0.00,0.00
2013-07-12,23.4,10.9,17.0,2013-07-12T04:55,2013-07-12T21:16,0.00,0.00,0.00
2013-07-13,28.0,14.5,21.6,2013-07-13T04:57,2013-07-13T21:15,0.10,0.10,0.00
2013-07-14,27.1,16.3,22.1,2013-07-14T04:58,2013-07-14T21:14,0.00,0.00,0.00
2013-07-15,26.9,15.6,21.8,2013-07-15T04:59,2013-07-15T21:13,0.00,0.00,0.00
2013-07-16,28.5,17.2,22.7,2013-07-16T05:00,2013-07-16T21:12,0.00,0.00,0.00
2013-07-17,28.1,17.0,22.9,2013-07-17T05:01,2013-07-17T21:11,0.00,0.00,0.00
2013-07-18,26.5,15.9,21.1,2013-07-18T05:03,2013-07-18T21:10,0.00,0.00,0.00
2013-07-19,25.5,14.5,20.2,2013-07-19T05:04,2013-07-19T21:09,0.00,0.00,0.00
2013-07-20,22.6,15.3,18.8,2013-07-20T05:05,2013-07-20T21:07,0.00,0.00,0.00
2013-07-21,25.8,16.2,20.2,2013-07-21T05:07,2013-07-21T21:06,0.00,0.00,0.00
2013-07-22,30.3,16.5,23.7,2013-07-22T05:08,2013-07-22T21:05,0.00,0.00,0.00
2013-07-23,27.8,18.8,23.0,2013-07-23T05:09,2013-07-23T21:04,5.70,5.70,0.00
2013-07-24,25.4,15.7,20.4,2013-07-24T05:11,2013-07-24T21:02,0.00,0.00,0.00
2013-07-25,24.4,15.4,19.7,2013-07-25T05:12,2013-07-25T21:01,1.20,1.20,0.00
2013-07-26,24.7,13.6,19.5,2013-07-26T05:14,2013-07-26T20:59,0.00,0.00,0.00
2013-07-27,25.8,14.3,19.9,2013-07-27T05:15,2013-07-27T20:58,16.60,16.60,0.00
2013-07-28,21.8,14.8,18.7,2013-07-28T05:16,2013-07-28T20:56,11.50,11.50,0.00
2013-07-29,20.9,16.0,17.9,2013-07-29T05:18,2013-07-29T20:55,3.50,3.50,0.00
2013-07-30,19.2,14.6,16.8,2013-07-30T05:19,2013-07-30T20:53,4.10,4.10,0.00
2013-07-31,22.1,15.5,18.5,2013-07-31T05:21,2013-07-31T20:52,1.60,1.60,0.00
2013-08-01,29.7,15.0,22.7,2013-08-01T05:22,2013-08-01T20:50,0.00,0.00,0.00
2013-08-02,23.0,15.2,19.6,2013-08-02T05:24,2013-08-02T20:48,3.40,3.40,0.00
2013-08-03,21.6,14.8,18.0,2013-08-03T05:25,2013-08-03T20:47,0.20,0.20,0.00
2013-08-04,21.5,13.8,17.9,2013-08-04T05:27,2013-08-04T20:45,0.10,0.10,0.00
2013-08-05,21.4,16.1,18.2,2013-08-05T05:29,2013-08-05T20:43,4.50,4.50,0.00
2013-08-06,20.6,11.4,16.8,2013-08-06T05:30,2013-08-06T20:42,0.00,0.00,0.00
2013-08-07,21.5,13.3,17.2,2013-08-07T05:32,2013-08-07T20:40,0.00,0.00,0.00
2013-08-08,22.2,9.5,16.5,2013-08-08T05:33,2013-08-08T20:38,0.00,0.00,0.00
2013-08-09,22.0,15.0,18.3,2013-08-09T05:35,2013-08-09T20:36,1.40,1.40,0.00
2013-08-10,19.4,12.6,16.8,2013-08-10T05:36,2013-08-10T20:34,0.00,0.00,0.00
2013-08-11,21.9,15.2,18.1,2013-08-11T05:38,2013-08-11T20:32,0.50,0.50,0.00
2013-08-12,20.0,12.1,16.3,2013-08-12T05:40,2013-08-12T20:30,0.00,0.00,0.00
2013-08-13,19.3,10.6,15.2,2013-08-13T05:41,2013-08-13T20:28,0.10,0.10,0.00
